d,rank,sigma,omega,c,r_nom,r_rms,omega_rms_over_omega,ratio,product_rms,product_nom,arm,npz
1,1,0.018228444309622584,22.22012265112078,0.40503826829893846,0.40503826829893846,0.40339071912434943,0.99593236169632,11.946606244756115,1.9440004180205424,1.9599124195937314,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,29.99999999999996,0.5468533292886768,0.5468533292886768,0.5422971128365159,0.9916683026176555,6.297169790637268,1.8519104737226781,1.8831595816058444,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,40.503826829893846,0.738321751695317,0.738321751695317,0.7180132618154882,0.9724937131634048,3.145745190487038,1.6217670516016274,1.714805500887988,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,54.68533292886767,0.9968285458470345,0.9968285458470345,1.0114377411873865,1.0146556751421458,1.6593967384297177,1.697573324745543,1.6488880274886166,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,73.83217516953168,1.3458456933361076,1.3458456933361076,1.3507181413697915,1.0036203615747405,0.7386680673250573,1.3476551975147661,1.337949935907195,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,99.68285458470345,1.8170633634214732,1.8170633634214732,1.8170600064107567,0.9999981525076209,0.3517318008056387,1.1613153723725467,1.161319663427039,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,134.58456933361077,2.4532673270322634,2.4532673270322634,2.4532669421894187,0.9999998431304893,0.1739648206565637,1.0470105244612984,1.0470108529494329,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,181.70633634214732,3.3122238327183826,3.3122238327183826,3.3122238328897002,1.0000000000517228,0.09425647724344045,1.034071478996472,1.0340714788895018,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,245.3267327032263,4.471924684742426,4.471924684742426,4.471924684742426,1.0,0.05180228859563649,1.0359478855834152,1.0359478855834152,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,331.2223832718382,6.03766876757117,6.03766876757117,6.037668767571169,1.0,0.028379541721256105,1.0345320390505517,1.034532039050552,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,447.1924684742427,8.151623007265385,8.151623007265385,8.151623007265385,1.0,0.015535281709980947,1.0323032764673992,1.0323032764673992,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,603.766876757117,11.00573088896187,11.00573088896187,11.005730888961867,1.0,0.008529620753618683,1.0331598021343165,1.0331598021343167,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,815.1623007265384,14.859140602097524,14.859140602097524,14.859140602097524,1.0,0.004663478015880072,1.0296682422022618,1.0296682422022618,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,1100.5730888961868,20.06173525961345,20.06173525961345,20.061735259613446,1.0,0.0025743214802220957,1.0360954596481042,1.0360954596481045,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,1485.9140602097523,27.08590169541865,27.08590169541865,27.08590169541865,1.0,0.001411176838645789,1.0353043426702515,1.0353043426702515,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.018228444309622584,2006.1735259613445,36.56942239342555,36.56942239342555,36.56942239342555,1.0000000000000002,0.0007728888761434974,1.0336018032372005,1.0336018032372005,rank1,d1_rank1_M32_unit_H_identity.npz
